"Word","Written","ListIdentifier","DantzigAuditory","DantzigGustatory","DantzigOlfactory","DantzigVisual","DantzigHaptic","DantzigDominantModality","LynottNounVisualStrengthMean","LynottNounHapticStrengthMean","LynottNounAuditoryStrengthMean","LynottNounOlfactoryStrengthMean","LynottNounGustatoryStrengthMean","LynottNounDominantModality","Auditory_mean","Gustatory_mean","Haptic_mean","Olfactory_mean","Visual_mean","DominantModalityNoun","Valence","AbsValence","AOA","Conc","POS","WordFreq","OriginalPOS","ContentPOS"
"on",0.916666667,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.01,3.25,"Preposition",5.5499,"grammar",NA
"our",-0.909090909,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35,1.97,"Pronoun",4.8539,"grammar",NA
"out",0.923076923,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28,2.73,"Adverb",5.2948,"grammar","Adverb"
"over",0.8,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.57,2.46,"Adverb",4.8292,"grammar","Adverb"
"she",0.714285714,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57,3.36,"Pronoun",5.2796,"grammar",NA
"so",0.909090909,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15,1.42,"Adverb",5.3354,"grammar","Adverb"
"some",0.5,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.85,2.48,"Determiner",4.9449,"grammar",NA
"that",-0.0625,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53,1.54,"Determiner",5.8571,"grammar",NA
"the",0.428571429,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.98,1.43,"Article",6.1766,"grammar",NA
"their",-1,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.26,3.34,"Pronoun",4.5239,"grammar",NA
"them",-0.692307692,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,3.04,"Pronoun",4.9577,"grammar",NA
"then",0.1875,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.74,1.44,"Adverb",4.8806,"grammar","Adverb"
"there",0.461538462,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,2.2,"Ex",5.3459,"grammar",NA
"these",-0.214285714,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.42,2.03,"Determiner",4.6637,"grammar",NA
"they",0.454545455,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.88,2.93,"Pronoun",5.3207,"grammar",NA
"this",0.133333333,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.93,2.14,"Determiner",5.6095,"grammar",NA
"those",0.272727273,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01,2.32,"Determiner",4.5844,"grammar",NA
"to",-0.416666667,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,1.55,"To",6.0632,"grammar",NA
"too",1,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,1.7,"Adverb",4.8448,"grammar","Adverb"
"try",-0.294117647,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.64,0.576153072224218,3.44,2.22,"Verb",4.3859,"grammar","Verb"
"under",1.176470588,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1875,0,2.705882353,0.117647059,4.235294118,"Visual",NA,NA,5.89,3.45,"Preposition",4.1258,"grammar",NA
"up",1.333333333,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92,3.83,"Adverb",5.2722,"grammar","Adverb"
"us",-0.769230769,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.19,3.59,"Pronoun",4.9369,"grammar",NA
"wanna",0.333333333,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",4.4116,"grammar",NA
"was",-0.833333333,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69,"Verb",5.46,"grammar","Verb"
"we",1.428571429,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.04,3.08,"Pronoun",5.6624,"grammar",NA
"were",0.6,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48,"Verb",4.9284,"grammar","Verb"
"what",0.142857143,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86,2,"Determiner",5.7007,"grammar",NA
"when",-1.125,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24,1.6,"Conjunction",5.0159,"grammar",NA
"where",-0.818181818,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.09,1.66,"Adverb",4.9701,"grammar","Adverb"
"which",0.090909091,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.58,1.54,"Determiner",4.3863,"grammar",NA
"who",1.375,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81,1.74,"Pronoun",5.0545,"grammar",NA
"why",0.769230769,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97,1.86,"Adverb",5.0595,"grammar","Adverb"
"will",0.214285714,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32,0.256153072224219,7.53,2.64,"Verb",5.0347,"grammar","Verb"
"with",1.166666667,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44,2,"Preposition",5.4107,"grammar",NA
"would",-2.1,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.91,0.846153072224219,5.28,1.12,"Verb",4.955,"grammar","Verb"
"you",-0.4,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35,4.11,"Pronoun",6.3293,"grammar",NA
"your",0,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,2.37,"Pronoun",5.5168,"grammar",NA
"yourself",0.333333333,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95,4.39,"Pronoun",4.3454,"grammar",NA
"alligator",1.090909091,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23,0.833846927775781,4.78,4.96,"Noun",2.2529,"noun","Noun"
"animal",-0.933333333,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.06,1.99615307222422,2.89,4.61,"Noun",3.3657,"noun","Noun"
"ankle",0.466666667,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,0.336153072224219,4.89,4.81,"Noun",2.6128,"noun","Noun"
"ant",0.6,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,1.16384692777578,4.32,4.86,"Noun",2.4378,"noun","Noun"
"apple",0.083333333,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.62,1.55615307222422,4.15,5,"Noun",3.0821,"noun","Noun"
"arm",0.2,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44,0.376153072224219,3.26,4.96,"Noun",3.5234,"noun","Noun"
"aunt",0.2,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.764705882,0.117647059,2.764705882,2.3125,4.411764706,"Visual",6.56,1.49615307222422,3.8,4.17,"Noun",3.4496,"noun","Noun"
"baby",2.230769231,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.235294118,0.823529412,3.647058824,3.117647059,4.882352941,"Visual",6.67,1.60615307222422,3.84,5,"Noun",4.4146,"noun","Noun"
"back",0.4,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.647058824,0.294117647,2.941176471,0.529411765,3.941176471,"Visual",4.76,0.303846927775782,5.31,4.33,"Adverb",5.0106,"noun","Adverb"
"ball",0.75,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.14,1.07615307222422,2.9,5,"Noun",3.7287,"noun","Noun"
"balloon",1.714285714,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84,1.77615307222422,4.37,4.92,"Noun",2.6464,"noun","Noun"
"banana",1,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71,1.64615307222422,3.78,5,"Noun",2.7388,"noun","Noun"
"basement",0.818181818,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.81,0.253846927775782,6.74,4.89,"Noun",3.0314,"noun","Noun"
"basket",-0.166666667,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66,0.596153072224219,5.67,5,"Noun",2.828,"noun","Noun"
"bat",0.153846154,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.81,0.253846927775782,4.85,5,"Noun",3.0224,"noun","Noun"
"bath",0.3,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.647058824,0.294117647,4.529411765,2.588235294,4,"Haptic",7,1.93615307222422,3.23,4.85,"Noun",3.2009,"noun","Noun"
"beach",-0.214285714,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21,2.14615307222422,4.8,4.79,"Noun",3.4607,"noun","Noun"
"beads",1.454545455,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Noun",2.2577,"noun","Noun"
"beans",0.375,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Noun",2.8675,"noun","Noun"
"bear",-0.25,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.117647059,0.470588235,2.470588235,1.882352941,4.470588235,"Visual",5.33,0.266153072224219,3.58,4.88,"Noun",3.4667,"noun","Noun"
"bed",0.416666667,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.16,2.09615307222422,2.89,5,"Noun",3.9797,"noun","Noun"
"bee",1.545454545,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68,1.38384692777578,5,4.88,"Noun",2.7235,"noun","Noun"
"belt",1.2,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,4.235294118,1.235294118,4.411764706,"Visual",4.44,0.623846927775781,4.62,4.9,"Noun",3.0945,"noun","Noun"
"bench",-0.916666667,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,0.436153072224219,4.21,4.87,"Noun",2.6937,"noun","Noun"
"bib",0.083333333,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.78,0.716153072224219,4.53,4.79,"Noun",1.415,"noun","Noun"
"bird",0.727272727,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.75,1.68615307222422,3.52,5,"Noun",3.3653,"noun","Noun"
"blanket",0.117647059,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.352941176,0.176470588,4.235294118,1.647058824,4,"Haptic",7.05,1.98615307222422,3.61,5,"Noun",2.8215,"noun","Noun"
"block",2.428571429,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48,0.583846927775781,4.79,4.48,"Noun",3.3156,"noun","Noun"
"boat",1.142857143,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.36,1.29615307222422,3.84,4.93,"Noun",3.689,"noun","Noun"
"book",0.090909091,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.05,1.98615307222422,3.68,4.9,"Noun",3.9555,"noun","Noun"
"boots",0.4,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.89,0.826153072224218,4.86,5,"Noun",2.9903,"noun","Noun"
"bottle",0.5,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.47,0.406153072224218,3.56,4.91,"Noun",3.4131,"noun","Noun"
"bowl",1.5,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.67,0.606153072224219,4.26,4.87,"Noun",3.0394,"noun","Noun"
"box",0.5625,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33,0.266153072224219,4.3,4.9,"Noun",3.6607,"noun","Noun"
"boy",1.7,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.84,0.776153072224218,3.67,4.76,"Noun",4.4317,"noun","Noun"
"bread",0.333333333,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.52,1.45615307222422,3.58,4.92,"Noun",3.1602,"noun","Noun"
"breakfast",0.916666667,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.39,2.32615307222422,3.47,4.43,"Noun",3.5292,"noun","Noun"
"broom",0.571428571,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,0.436153072224219,5.5,4.89,"Noun",2.3874,"noun","Noun"
"brother",0.4,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.18,1.11615307222422,3.63,4.43,"Noun",4.1608,"noun","Noun"
"brush",1.727272727,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.47,0.406153072224218,3.78,4.54,"Verb",2.8591,"noun","Verb"
"bubbles",2.5,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Noun",2.4857,"noun","Noun"
"bucket",-0.529411765,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55,0.513846927775782,5.61,4.96,"Noun",2.7093,"noun","Noun"
"bug",1.9,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45,1.61384692777578,3.79,5,"Noun",3.029,"noun","Noun"
"bunny",0.4,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,2.23615307222422,4.5,4.97,"Noun",2.9763,"noun","Noun"
"bus",-0.928571429,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.12,0.0561530722242187,3.85,4.9,"Noun",3.578,"noun","Noun"
"butter",0.545454545,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.36,1.29615307222422,5.78,4.9,"Noun",3.0183,"noun","Noun"
"buttocks",0.25,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.85,1.78615307222422,7.72,4.83,"Noun",1.9731,"noun","Noun"
"button",0.5,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.48,0.416153072224219,4.78,4.96,"Noun",3.159,"noun","Noun"
"cake",0.461538462,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.58,2.51615307222422,3.26,4.81,"Noun",3.3615,"noun","Noun"
"camera",1.333333333,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61,1.54615307222422,6,5,"Noun",3.4636,"noun","Noun"
"camping",0.636363636,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09,1.02615307222422,5.33,4,"Noun",2.4997,"noun","Noun"
"candy",1.117647059,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.27,2.20615307222422,4,4.83,"Noun",3.2615,"noun","Noun"
"car",0.466666667,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.63,1.56615307222422,3.37,4.89,"Noun",4.3916,"noun","Noun"
"carrots",0.5,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Noun",2.2989,"noun","Noun"
"cat",0.538461538,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.95,1.88615307222422,3.68,4.86,"Noun",3.5294,"noun","Noun"
"cereal",0.214285714,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.45,1.38615307222422,4.44,4.83,"Noun",2.5119,"noun","Noun"
"chair",0.0625,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.705882353,0.058823529,4.235294118,0.411764706,4.647058824,"Visual",5.89,0.826153072224218,3.43,4.58,"Noun",3.4,"noun","Noun"
"chalk",0.636363636,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.0638469277757814,4.47,4.9,"Noun",2.2648,"noun","Noun"
"cheek",1.3,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,0.836153072224219,5.06,4.83,"Noun",2.5635,"noun","Noun"
"cheerios",1.916666667,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Noun",1.2553,"noun","Noun"
"cheese",-0.363636364,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.81,1.74615307222422,4.33,4.7,"Noun",3.2993,"noun","Noun"
"child",0.933333333,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,2.13615307222422,5.15,4.78,"Noun",3.9053,"noun","Noun"
"chin",1.333333333,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07,0.0061530722242189,4.22,4.89,"Noun",2.8116,"noun","Noun"
"chocolate",0.545454545,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.63,2.56615307222422,3.33,4.72,"Noun",3.1761,"noun","Noun"
"church",0.076923077,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.21,0.146153072224219,5.15,4.9,"Noun",3.5507,"noun","Noun"
"circus",0.6,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85,0.786153072224218,4.53,4.43,"Noun",2.94,"noun","Noun"
"clock",0.611111111,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.65,0.586153072224219,4.42,5,"Noun",3.4758,"noun","Noun"
"closet",1.4375,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,0.0361530722242183,5,4.83,"Noun",3.1405,"noun","Noun"
"cloud",1,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,1.13615307222422,3.63,4.54,"Noun",2.7782,"noun","Noun"
"clown",0.153846154,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.36,0.296153072224219,3.72,4.9,"Noun",2.9074,"noun","Noun"
"coat",-0.8,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.29,0.226153072224219,3.58,4.97,"Noun",3.3318,"noun","Noun"
"coffee",1.3,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1.93615307222422,4.94,4.81,"Noun",3.8676,"noun","Noun"
"coke",1,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55,1.48615307222422,4.74,4.83,"Noun",2.9773,"noun","Noun"
"comb",-0.066666667,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.65,0.586153072224219,5.5,5,"Verb",2.4914,"noun","Verb"
"cookie",0.454545455,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.32,2.25615307222422,3.37,5,"Noun",2.9309,"noun","Noun"
"corn",0.307692308,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95,0.886153072224219,4.61,4.96,"Noun",2.8609,"noun","Noun"
"couch",-0.166666667,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.52,1.45615307222422,3.74,4.71,"Noun",3.0785,"noun","Noun"
"country",-0.529411765,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.14,1.07615307222422,7.05,4.17,"Noun",3.9167,"noun","Noun"
"cow",1.454545455,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42,0.356153072224219,3.94,4.96,"Noun",3.1146,"noun","Noun"
"cracker",0.583333333,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.11,0.0461530722242189,4.9,4.96,"Noun",2.4698,"noun","Noun"
"crayon",0.818181818,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.76,0.696153072224218,3.2,4.87,"Noun",1.3424,"noun","Noun"
"crib",-0.411764706,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.43,1.36615307222422,6.05,4.86,"Noun",2.5011,"noun","Noun"
"cup",1.538461538,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.176470588,1.235294118,3.941176471,1.058823529,4.235294118,"Visual",5.94,0.876153072224219,3.57,5,"Noun",3.4208,"noun","Noun"
"daddy",1.428571429,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.27,2.20615307222422,2.56,4.24,"Noun",3.975,"noun","Noun"
"day",-0.153846154,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.36,1.29615307222422,3.5,3.92,"Noun",4.6117,"noun","Noun"
"deer",-0.444444444,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.89,1.82615307222422,5.17,4.86,"Noun",2.6484,"noun","Noun"
"diaper",-0.272727273,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71,1.35384692777578,3.4,4.82,"Noun",2.3404,"noun","Noun"
"dinner",0.263157895,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,1.33615307222422,3.99,4.5,"Noun",4.0144,"noun","Noun"
"dish",0.75,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,0.636153072224219,4.89,4.9,"Noun",2.7672,"noun","Noun"
"doctor",1.6,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.705882353,1.647058824,1.294117647,4.470588235,"Visual",5.93,0.866153072224218,4.6,4.69,"Noun",4.1291,"noun","Noun"
"dog",1.272727273,"list1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1.93615307222422,2.8,4.85,"Noun",3.9928,"noun","Noun"
